166574	212214	105787
27604	38581	144221
105850	106913	140434
142374	203393	101794
131080	218048	104484
124798	120905	91212
246297	248302	84068
108093	111631	123471
15567	18973	117033
75692	79641	115478
148195	204075	149428
260636	255147	82188
28659	25475	83276
244755	242061	120266
155901	177628	88069
43153	100012	108517
251903	249323	75150
199034	200007	38733
198891	208235	56401
24766	24336	29756
233098	239803	129398
247962	244668	92085
204034	161899	134549
122677	101212	51734
91455	84332	14749
140669	195099	50451
36427	40682	71854
53742	105254	126821
196694	188956	95236
89645	86730	117971
164946	172322	129593
186768	141438	54757
110719	111223	77614
186021	173473	55792
169082	171683	101802
22998	14670	139628
50926	140588	140313
187543	196621	115851
193086	190885	87546
40537	55551	134528
198309	140754	94690
121561	66791	71448
41448	46935	28334
182778	177726	131419
20306	19563	59671
176129	167755	148551
16952	113131	81938
55492	53575	91156
133652	252774	61269
183667	184756	83604
199856	133226	141266
159094	167020	137806
220200	72441	63104
41256	49714	149901
183298	181417	51912
31379	15189	109075
35967	125313	88873
256439	256847	21909
167933	181056	148645
56960	79485	65160
253854	249876	94700
88802	89010	75302
35720	125577	141639
23784	51832	100469
46870	48196	50534
260592	256699	35749
157817	152104	67462
251097	256563	136868
20649	26685	79213
254894	243719	132193
196796	208364	101536
129528	70676	106316
250282	134906	127172
143166	146116	108536
258337	257265	113027
164242	184358	77331
165232	180754	146257
148015	223961	106880
55255	40163	130125
145824	189809	135023
82142	86628	142483
217441	150456	73759
228543	230876	108196
20831	41263	129154
168281	208428	130215
46866	36360	130681
147363	223663	106365
40680	104131	117035
18641	18613	3697
9630	8109	90349
15990	19829	50052
211272	196893	122796
262301	239445	118223
148048	147865	18291
153611	163403	85116
28201	103441	101010
197138	197712	72256
222264	219218	78374
23021	21737	71129
240009	243886	122113
156710	157060	61116
129139	67707	74219
216683	222911	72279
103299	33590	51945
202002	202127	36777
157932	168105	112643
200504	208279	111111
215122	51518	145717
54709	224145	144783
163023	157874	146445
126200	68582	129096
244739	239530	125252
174520	181158	135021
166723	156907	124023
243087	242773	39510
252724	241110	145793
140455	203307	135604
59582	69837	149208
161820	165334	102577
62079	62882	52352
80947	79263	65138
51563	25186	52150
125431	99710	139069
23538	136104	102604
157646	159707	76350
19543	12717	117790
163442	185889	147472
257172	246540	145632
146878	209588	149728
165517	153457	131660
36876	111767	147273
195439	199239	109691
21392	35070	126004
144435	144009	63969
181716	166366	107398
166345	162842	59775
146899	148326	75808
55391	52563	94941
109071	109541	49833
105497	105293	43320
146386	203517	124710
203867	214712	118873
37319	46296	70774
50594	37877	135169
164870	210189	77133
