13859	16007	177984
14647	17082	220337
9879	10995	163566
9679	10603	279915
17888	12902	261638
4595	7400	262664
6581	7713	203585
17964	13172	263510
16416	13908	231517
10665	6035	240395
740	1220	186803
13571	10269	195171
16047	14269	167340
18017	16784	150609
13046	10936	170748
120	387	295155
19218	19842	196179
8140	6914	272064
10510	15442	293469
10408	11513	277824
1325	1586	161994
3619	3479	167940
12536	13021	232964
9565	13859	287107
12556	11948	175283
4436	1424	230526
11104	10759	265636
15301	14418	284976
17641	13021	258664
9953	4733	265044
16414	14305	261203
13620	13792	150197
7935	6612	264089
4853	7800	220956
18513	19971	287264
14679	15615	281764
15868	13053	180589
18636	19216	224337
8618	9527	252141
10508	10606	223899
11951	14093	172536
12294	8381	260919
8011	4161	230344
4776	9552	265299
8633	11901	234093
4004	2126	294181
8906	5956	234721
4996	5487	266646
14633	18599	209937
5412	2725	193314
15629	19186	299966
15336	18211	180269
10868	11968	245119
4258	2424	289351
9628	6805	241602
15344	18016	243133
563	1597	257438
18286	19618	206355
10513	12013	236766
13045	14939	259378
20123	18591	168698
8437	11699	212071
5848	3383	215747
9555	11008	187631
10110	8594	219931
16851	13533	258466
1501	3136	234882
18835	19752	168962
12925	16602	169426
16367	17641	189181
4185	3200	227419
14674	17152	257791
3141	2662	199146
16822	18071	156722
20461	20272	193619
18275	20454	193191
15906	14093	179508
12764	13487	184391
18045	16302	265599
8271	10661	209888
1603	608	162765
5548	4188	253984
18483	19209	220544
15063	10903	260575
17037	12959	277797
1965	3478	176289
15080	17214	196696
7568	11704	297735
20718	19228	219521
18257	14436	223840
13533	11267	269897
8173	5521	196797
16087	17390	229823
5773	2961	184871
6006	8037	176202
6091	10474	299907
9544	12567	199527
9126	10783	295785
17321	19372	288027
13187	18392	257886
19167	20877	193594
6535	5551	200711
9707	9307	223597
10665	8410	218228
9358	9611	219301
1674	2798	289035
12839	18691	284201
17138	13587	176528
16717	21032	207869
6221	6158	200984
8762	12027	226381
4166	5395	168509
14434	16344	204618
6289	8368	253103
19616	17407	162033
2886	229	233439
3751	5042	255930
17952	17031	153003
16357	18266	164031
5589	5008	236511
15974	11688	257072
3027	3750	169326
1225	938	153105
5246	3527	245806
14958	16715	249144
18905	16860	194605
1893	633	255357
13479	16598	206768
6079	4415	245564
18654	16795	195096
9657	5952	273197
20560	17602	178527
18141	14096	215237
4701	3424	249031
19559	20865	155946
13253	9593	193125
15371	17546	220153
16775	14554	201582
17712	16046	275811
8692	8844	173219
11976	8118	254650
12179	8069	259635
11853	17935	292459
4621	6928	294751
3696	6973	277436
2538	2888	213208
11475	10159	184641
2245	2444	267932
9810	5941	267073
15418	16111	289501
1931	556	192772
9316	7114	172787
18526	16846	176377
2833	2022	158246
3700	6156	235409
8351	5202	269741
11175	8877	156561
19241	15886	276307
14638	20070	296150
13936	10310	266669
12896	11807	265391
7499	6620	241824
20977	17271	175813
19403	14131	281113
5422	8165	191114
14597	15738	193490
8800	12677	296788
6431	4647	182859
13139	14566	174510
5037	6748	195626
15119	18706	214285
14242	18764	298205
16412	14545	228024
1945	3056	279484
15393	19660	283913
4294	5535	234145
16977	12842	280578
5260	9129	219395
15881	13935	201034
16735	13779	253937
15471	18323	249991
5742	4968	292637
17807	18996	247127
4311	2279	174098
1201	4399	261355
18657	14976	280265
11508	14556	230620
16351	17110	204282
15108	18187	173755
10422	8079	206226
10287	8960	221777
4771	8859	226451
4954	2858	215462
16799	12211	295389
21041	17589	217930
4272	6835	170012
20605	17670	196962
2418	5709	297629
20211	16533	267277
315	1765	246527
7480	4339	272214
10959	14125	201174
9359	10372	158868
12332	16394	243743
13803	12022	193603
14986	11383	286348
5462	7724	210711
6782	10014	262449
9600	12323	194368
9940	6483	208951
1946	1092	206277
16397	15067	163471
13518	15361	160956
17626	16311	224408
15700	13720	202784
4633	2731	197381
12814	16546	196102
5361	6808	192556
20692	18876	291754
16856	11877	272353
11144	11727	179141
20202	15520	265208
14456	11446	245948
15825	13403	249842
18143	19071	223926
18987	17247	281278
4800	3340	298117
17259	15074	298125
15936	19218	249914
6747	11634	267668
1819	1105	202837
12702	12925	232343
7160	4125	200214
922	2025	193680
18128	16209	229050
18562	20902	274675
664	2091	240535
1755	1412	151095
9560	6240	182459
18443	19433	213865
20295	17723	189819
13286	12451	225534
10142	13872	230902
3528	3800	177344
10238	10222	153475
18081	13571	274960
4977	7521	280576
8220	5625	199593
14604	13858	193946
6628	3423	257772
13955	11060	169237
16390	14602	172294
13308	15623	270261
20817	18034	175702
19087	20688	297612
10921	9828	230795
13414	15883	251569
12576	13237	230964
8803	9083	262856
16628	13312	240079
3962	4448	233673
17751	15300	178175
16484	16564	160510
13966	16870	191890
11607	13625	266702
11664	9862	159011
6290	4407	294227
15039	10205	267936
14305	17689	219476
9553	6833	176329
8651	11622	187252
18398	14836	221485
15921	16531	298046
17419	13696	247832
7476	12283	294927
7571	5833	174136
13714	13608	247689
12111	16281	299075
11952	17543	287413
15947	17627	261049
11152	8475	173450
16835	14541	271810
14669	15811	233922
20411	18442	205502
5066	10519	299111
6672	5605	196997
17022	18877	250823
10427	8044	223962
18002	20163	256107
8004	6974	161398
15730	15581	196706
6691	6919	217010
10724	8705	243969
5002	9339	299792
1005	3055	279762
6241	7693	285989
15888	13846	238618
3469	8006	287543
15443	14678	229281
16890	19759	180651
14072	11733	235555
11249	9200	195559
4196	2042	213826
11161	8269	213006
3535	6210	162694
16809	14260	275430
4560	1886	178162
6653	11061	281203
18005	20322	158922
7051	4068	221610
4609	7429	220308
12831	17688	294074
11731	14581	168150
8124	10990	258850
17940	19934	163511
8511	8884	225906
7796	7554	206612
14886	11577	177866
19210	15142	266893
6806	5761	241291
13933	10293	252565
9727	7163	175251
11141	13703	210938
12604	13777	265778
21002	19354	175144
9496	6250	213398
9265	13285	219770
20266	17389	233470
17470	20671	198043
7734	4984	254756
8667	6637	244755
5715	4757	277415
14229	15076	245139
13927	15097	293061
18047	15630	288257
3189	851	200123
15750	14398	163440
18106	16969	159807
10178	6039	271168
6783	4883	187936
3579	3334	237808
5154	3636	259493
7402	4035	202988
4031	2146	211074
13216	17303	291523
3445	3937	264194
4040	5617	176543
1886	1400	159947
9507	13745	296675
13221	14553	275982
2306	2387	180138
18084	20904	240481
17536	20051	209222
3582	7699	231669
2090	3983	225775
8841	10400	247399
19449	18366	193754
4926	5641	283898
4290	7184	176942
17746	21035	203587
2104	1373	261229
16783	20258	198511
12929	18364	231733
2321	1600	205228
