6656	9212	161977
17214	16163	207402
9071	11970	267966
5423	9957	293906
13143	10500	249494
10320	9657	215994
2736	4556	162698
20318	17040	220250
1666	4008	287015
16381	13843	235959
17130	20792	208201
13337	12038	155937
14259	14370	210968
14059	16251	156067
18379	13180	286425
11000	9508	223834
12098	8925	229174
8313	6186	259192
11155	11316	280965
15476	19393	237220
7186	2880	247766
12385	14049	168044
1675	3271	212327
20772	20870	190072
8150	4600	232675
18392	12781	264306
1135	696	168430
13490	11408	278328
14631	17928	196479
16867	14730	228787
20572	16340	280984
6114	8715	252768
10252	6637	192581
7076	5712	199971
11205	8919	173225
17631	20350	168714
13897	14220	158777
15768	15562	222973
7255	3511	205815
13686	9699	258184
16787	12350	278417
6970	8574	229282
12598	11308	261074
3362	8249	284635
17691	14868	169977
9609	13417	249542
17399	19185	179997
9448	13851	293466
9597	13083	218860
11682	7462	296693
12478	8791	199801
3098	3269	172875
12850	16080	225190
1052	1554	286945
13814	15081	151118
17081	14037	188197
5555	6846	219228
9252	10576	228188
4800	8038	198794
10728	16011	250858
17771	20860	297107
8432	11057	208616
9491	4961	282414
4269	2561	186698
15301	12139	228887
8156	4648	262851
19286	14837	255824
8382	7010	244359
14089	17345	197763
9904	6909	206274
6710	3780	190019
8362	8054	264371
13887	10723	174595
8272	5730	201246
4877	6728	207580
18756	15494	173060
11475	12292	177569
15347	10805	258842
17461	16475	226778
17249	11972	296588
7933	7538	187614
12315	15521	160664
10960	13893	215691
132	2817	234958
13132	11291	282484
4976	5201	152739
3502	3266	236523
430	2483	176709
2074	5728	254366
11271	13616	214924
17550	19260	249707
10352	11439	266017
13009	16687	216878
9049	8907	161244
15249	19145	264539
18479	20451	213610
14430	10355	273820
19244	14985	253537
8726	5184	283833
14879	11375	198685
19304	19651	227527
12159	8658	236349
8526	5739	201563
3493	2175	215644
11747	13032	280357
17261	20412	258589
6108	4196	216515
3599	2474	180823
12099	15265	256895
18170	15335	161860
12472	6983	280610
8916	12284	271190
6260	3281	284341
6220	9352	219466
12888	11059	155675
3523	4417	299063
16271	16899	225655
18585	15642	253616
14074	15317	256512
4134	1683	248261
16556	12882	210141
10672	12747	161572
2970	3749	153631
20548	17041	240441
19063	16937	202584
8532	9281	239684
8199	4678	231529
16339	16355	236689
12169	14863	268560
11633	14664	293482
6546	3842	223145
12351	18458	266838
13592	16034	265715
10780	9190	267535
17981	16067	263682
10724	13157	166915
3981	2976	253792
19008	16111	276016
2719	4141	228759
4089	3848	225473
6822	9834	196987
4339	4531	242280
18992	17954	214294
18633	18504	288902
18448	13399	223795
5206	8591	298619
10148	13992	293600
19960	17308	254984
9147	9844	185040
10089	7222	173719
8408	10690	198493
8872	5531	256278
11573	16524	283357
12901	15071	256937
11873	18169	295280
7077	9731	177853
5323	4540	242802
20143	16285	252711
4790	4705	184695
10940	14076	205738
3903	4930	293223
9238	6791	211467
14858	16053	239997
620	498	199748
13814	9404	289849
15561	18236	202083
14993	17555	152581
14738	9820	282813
8270	7293	293293
2704	2401	213391
13161	17688	241929
12802	18713	289978
10480	7050	209972
11247	13132	236219
20927	17993	254541
5546	4829	293781
7316	6489	184272
9286	6279	276693
18930	14575	231718
15832	13090	177689
19576	15911	243652
5250	9168	229735
7810	4998	240062
3517	718	241535
13805	15561	265088
17392	20572	249121
19774	15337	267799
5093	3559	228030
2967	5009	207640
4507	3884	276756
15971	11804	277061
10709	14062	188034
17249	19170	193137
18315	17676	288431
4720	9412	280029
11741	11510	272317
12811	13934	152615
14139	18067	234510
15663	18602	290509
6434	7107	159030
2081	5781	227868
15255	19531	184013
12822	9619	205499
10152	9665	292975
8972	5718	280650
11849	9977	226427
10125	6678	186967
5472	8227	202903
5435	7542	233781
11527	8943	250296
2048	6671	283259
16119	13256	247863
8069	8605	237795
7633	8612	163867
18902	16974	232186
4811	4393	228286
