8956	10743	265197
16746	19962	217517
2428	2309	258192
6662	6735	5145
981	2249	249593
20513	18524	171326
20817	17931	180270
13576	8426	292580
12425	13847	66001
14831	16620	166181
19438	19356	87771
14509	11495	293835
3689	5019	258155
17634	17602	101017
12955	11764	168687
3158	5371	244415
10454	8085	128482
2748	3219	186105
14253	15455	178148
6670	9072	195209
7004	7904	271173
16863	13041	247701
9944	9090	251368
13880	10495	181928
2054	153	245429
2102	752	230577
20435	18708	213306
19364	17804	132166
3183	1503	150479
3513	3043	155147
9068	10010	264673
17089	17808	127359
14374	15660	121561
19138	19672	111041
8097	9055	73059
3790	3502	189093
12646	10477	170463
1979	2354	114640
7807	7532	40222
1128	2537	236082
13838	12678	224194
13076	9479	246276
4468	4768	90210
18749	16857	227620
4031	8095	250408
15370	18658	179137
10819	8778	148688
411	677	270545
4898	2681	157604
2107	5039	225428
4075	4364	180954
14173	10972	284271
21016	20344	53495
13067	11758	257669
20712	20669	160856
7589	5577	253797
11535	11334	149326
6125	9281	204370
5109	7863	201124
9854	9066	227577
9344	6003	243686
10166	14559	298884
13104	11708	146269
4678	7420	172227
5619	3966	233952
16946	15781	113447
9408	9910	278915
16051	12053	251868
3727	3987	60268
13609	12198	175624
2560	4668	255556
5560	9728	286414
5033	7426	209983
11823	8946	242000
10549	7236	261545
19858	19348	82759
15075	17288	213589
14488	10610	238560
6569	3739	220847
11928	13949	94915
9395	8315	162550
9286	9162	239174
19576	20957	156393
11748	11205	178807
15293	16188	271600
11550	7574	287402
6035	9311	293579
11464	11252	290796
7643	5613	166160
14483	13675	276859
2208	1807	73059
13515	14494	91128
5567	5859	127643
8419	8926	284743
5265	6187	285428
20499	17393	258831
11041	13137	174598
15308	16605	133233
19977	19186	269998
2712	3186	169313
15021	15522	167886
10256	10299	44538
707	1180	281962
16324	11032	276469
5101	5458	162236
12457	11322	257954
323	1395	277433
8906	12344	244654
7805	8396	84011
17831	15970	232343
17036	17882	136202
18183	18698	22419
19933	17662	183225
16324	11457	265086
11991	11069	215793
5095	683	295143
16503	14075	225730
14973	18162	256134
18017	18913	244869
17757	16057	184676
12920	7632	294981
19771	19294	151932
2536	4851	264998
6527	4951	132372
19444	18925	83311
4960	5370	64041
20850	17506	178447
12191	10918	127217
18610	14754	239162
3827	3669	264881
10683	9397	99081
17039	11874	270887
13767	13440	174456
11375	12840	119743
4186	4041	179156
7433	8349	185929
11084	11847	286765
16973	19082	157814
10672	11517	135088
16149	16571	167364
14274	10707	190407
5930	4060	129161
1843	5928	290047
5052	3719	184118
18169	20577	161461
4343	5865	135630
11536	15209	268009
14007	17747	288548
5478	4203	245126
10818	11876	216824
17987	18284	81570
18267	20245	144263
11755	13282	187978
4571	4717	212372
17456	15205	242895
19622	17060	173421
10920	15090	288605
9912	10961	164712
8064	5168	232064
20383	19562	162546
3234	7133	289557
6933	9451	196871
9670	10946	184308
19749	19104	255457
6812	5137	229453
12413	12096	234038
6835	4269	163636
16089	18323	146632
14493	10968	294466
13641	13197	104506
12850	10048	282595
4253	1835	278356
15038	12281	184385
6324	3626	248603
18568	18338	75741
3446	6444	244068
4888	6824	198577
2607	1488	166567
18453	17596	90337
3375	6235	278623
12031	9772	160297
