9806	9372	22858
5427	6625	129718
2923	4578	129952
19876	19281	68272
4704	3702	83635
8321	8791	144351
17785	17933	7342
4166	4171	134850
19352	19265	126274
7092	8066	89792
15254	16446	39723
3570	4712	97789
17378	18035	68259
8681	10842	125727
8233	8072	45810
202	705	62788
9719	7503	128471
18925	18728	83545
6679	4700	115889
17561	18456	122150
8858	6671	123047
12692	11796	141418
15753	13335	126049
16766	15887	145924
13033	12596	58970
8642	8465	23700
4189	3755	59582
11939	14844	133239
6286	5760	79714
18404	19335	71381
17602	18446	134096
19789	17594	146445
16624	16494	93818
9007	10847	129869
1418	1515	72334
7116	5631	89616
6773	6786	12699
18629	16334	129550
17638	18362	27545
15585	17963	122612
5631	5726	15446
1999	1642	130005
17577	19184	139709
19740	17127	146862
7540	7286	143441
1528	2853	120033
18929	17073	70549
15569	16207	85630
9033	10117	138269
3234	3358	145200
9918	12096	113843
17054	17756	149811
2276	2588	139920
10678	9606	129725
8072	7428	62409
4792	6055	54047
2008	2255	127442
18062	18693	96677
5737	4177	142728
66	337	36727
13448	13507	109561
20405	20344	86713
7670	9427	126355
12058	14714	135650
3985	3529	65930
20017	19166	120371
18780	21018	137376
12446	11673	71233
7211	7764	64998
19031	18480	25639
18084	18507	26713
16320	17863	113624
17776	17016	58914
18267	17767	115068
12168	12969	123206
16809	15040	143485
2930	4478	94143
17197	17797	59005
17886	19713	128990
18777	20785	136257
9482	9155	37535
17252	17915	81146
17336	18094	130257
2708	3414	142312
15551	15910	61952
17069	16864	36554
93	866	66091
10399	12216	140916
7996	6704	143786
14677	16562	144068
13106	12202	147051
3948	2913	132959
18704	19022	20534
13422	13057	40343
9958	8814	139939
3114	4871	148386
17558	18194	20752
15877	17324	121189
19637	19952	74690
3144	4305	111443
16479	15745	85530
12545	13179	123241
20861	20130	130865
18931	19450	93378
6397	7329	96631
16526	14873	121087
1300	1639	50016
18257	18282	104081
21044	20706	37715
7933	10037	116628
12012	11657	133265
18081	17542	75808
13767	11347	109171
11243	11028	141093
8154	7985	40690
20481	20185	102717
19443	19860	56120
3068	4397	141287
19124	20494	132033
19609	18799	75643
3299	3979	57793
15127	17575	145170
13255	13083	92579
14472	14659	137772
12176	10176	138166
8876	9852	53272
17211	16150	122153
835	55	46517
2284	3132	123608
11038	10965	23169
17746	18418	20524
16326	16107	70081
1415	1030	135279
18569	15681	125625
15084	16690	140017
